atc_A	atc_class_name_A	atc_B	atc_class_name_B	atleast_exposure_count	exact_exposure_count	fraction_exact	fraction_allwindows	observe_per_expect_N1
A10	Drugs used in diabetes	V08	Contrast media	756	<100	 	0	0.7
J06	Immune sera and immunoglobulins	N02	Analgesics	755	<100	 	0	0.081
B05	Blood substitutes and perfusion solutions	N07	Other nervous system drugs	754	<100	 	0	1.5
C04	Peripheral vasodilators	H01	Pituitary and hypothalamic hormones and analogues	750	<100	 	0	0.798
B06	Other hematological agents	J05	Antivirals for systemic use	747	<100	 	0	0.542
A14	Anabolic agents for systemic use	L04	Immunosuppressants	743	<100	 	0	1.141
C02	Antihypertensives	G02	Other gynecologicals	732	<100	 	0	0.518
A14	Anabolic agents for systemic use	P01	Antiprotozoals	731	<100	 	0	1.476
C07	Beta blocking agents	J06	Immune sera and immunoglobulins	729	233	0.3196	0	0.08
R01	Nasal preparations	V08	Contrast media	724	<100	 	0	1.35
A05	Bile and liver therapy	D08	Antiseptics and disinfectants	719	<100	 	0	2.081
A08	Antiobesity preparations, excluding diet products	B02	Antihemorrhagics	719	116	0.1613	0	2.281
G02	Other gynecologicals	L04	Immunosuppressants	716	<100	 	0	0.293
A14	Anabolic agents for systemic use	C02	Antihypertensives	713	<100	 	0	1.893
D04	Antipruritics, including antihistamines, anesthetics, etc.	L02	Endocrine therapy	713	<100	 	0	0.334
A11	Vitamins	A14	Anabolic agents for systemic use	712	<100	 	0	1.796
C04	Peripheral vasodilators	H04	Pancreatic hormones	708	<100	 	0	3.522
H01	Pituitary and hypothalamic hormones and analogues	P02	Anthelmintics	703	271	0.3855	0	1.453
B06	Other hematological agents	V03	All other therapeutic products	701	<100	 	0	4.869
L02	Endocrine therapy	P02	Anthelmintics	699	<100	 	0	0.295
B03	Antianemic preparations	J04	Antimycobacterials	698	<100	 	0	4.566
B02	Antihemorrhagics	C05	Vasoprotectives	697	<100	 	0	1.026
J06	Immune sera and immunoglobulins	R05	Cough and cold preparations	696	<100	 	0	0.132
P02	Anthelmintics	R02	Throat preparations	689	<100	 	0	1.578
C08	Calcium channel blockers	V08	Contrast media	685	<100	 	0	1.046
B02	Antihemorrhagics	J02	Antimycotics for systemic use	679	<100	 	0	1.131
A16	Other alimentary tract and metabolism products	D09	Medicated dressings	672	<100	 	0	1.013
A12	Mineral supplements	D08	Antiseptics and disinfectants	666	<100	 	0	1.687
J06	Immune sera and immunoglobulins	S01	Ophthalmologicals	660	<100	 	0	0.267
N06	Psychoanaleptics	R07	Other respiratory system products	657	<100	 	0	0.568
B05	Blood substitutes and perfusion solutions	N01	Anesthetics	656	<100	 	0	9.141
B03	Antianemic preparations	H01	Pituitary and hypothalamic hormones and analogues	641	<100	 	0	4.326
B02	Antihemorrhagics	C02	Antihypertensives	630	<100	 	0	0.397
A08	Antiobesity preparations, excluding diet products	D08	Antiseptics and disinfectants	627	<100	 	0	0.823
D05	Antipsoriatics	P02	Anthelmintics	622	<100	 	0	0.6
H02	Corticosteroids for systemic use	J06	Immune sera and immunoglobulins	618	183	0.2961	0	0.267
C04	Peripheral vasodilators	D08	Antiseptics and disinfectants	617	<100	 	0	3.185
A06	Drugs for constipation	J06	Immune sera and immunoglobulins	616	151	0.2451	0	1.718
A04	Antiemetics and antinauseants	A14	Anabolic agents for systemic use	615	<100	 	0	2.565
A05	Bile and liver therapy	P03	Ectoparasiticides, including scabicides, insecticides and repellents	612	<100	 	0	0.636
A16	Other alimentary tract and metabolism products	C05	Vasoprotectives	608	<100	 	0	0.671
A16	Other alimentary tract and metabolism products	D11	Other dermatological preparations	607	<100	 	0	0.462
B02	Antihemorrhagics	N07	Other nervous system drugs	602	<100	 	0	0.694
B02	Antihemorrhagics	M04	Antigout preparations	597	<100	 	0	0.22
A01	Stomatological preparations	A14	Anabolic agents for systemic use	594	<100	 	0	1.789
B02	Antihemorrhagics	M05	Drugs for treatment of bone diseases	590	<100	 	0	0.177
A08	Antiobesity preparations, excluding diet products	D04	Antipruritics, including antihistamines, anesthetics, etc.	588	<100	 	0	0.902
G04	Urologicals	V08	Contrast media	586	<100	 	0	1.671
A09	Digestives, including enzymes	J04	Antimycobacterials	583	<100	 	0	1.66
A06	Drugs for constipation	V08	Contrast media	582	<100	 	0	15.428
A05	Bile and liver therapy	A16	Other alimentary tract and metabolism products	573	<100	 	0	3.005
A14	Anabolic agents for systemic use	M02	Topical products for joint and muscular pain	573	<100	 	0	1.495
B03	Antianemic preparations	C04	Peripheral vasodilators	563	<100	 	0	9.992
B06	Other hematological agents	D05	Antipsoriatics	562	<100	 	0	3.109
R03	Drugs for obstructive airway diseases	V08	Contrast media	562	<100	 	0	0.843
A01	Stomatological preparations	G02	Other gynecologicals	559	<100	 	0	0.449
A14	Anabolic agents for systemic use	J02	Antimycotics for systemic use	558	<100	 	0	3.919
B03	Antianemic preparations	N01	Anesthetics	553	<100	 	0	6.352
A16	Other alimentary tract and metabolism products	C04	Peripheral vasodilators	549	<100	 	0	5.135
A01	Stomatological preparations	B05	Blood substitutes and perfusion solutions	542	<100	 	0	0.668
B05	Blood substitutes and perfusion solutions	J02	Antimycotics for systemic use	539	<100	 	0	1.548
A14	Anabolic agents for systemic use	N07	Other nervous system drugs	538	<100	 	0	2.616
A14	Anabolic agents for systemic use	N04	Anti-parkinson drugs	531	<100	 	0	1.016
A14	Anabolic agents for systemic use	D10	Anti-acne preparations	530	<100	 	0	0.919
G03	Sex hormones and modulators of the genital system	R07	Other respiratory system products	527	<100	 	0	0.554
A01	Stomatological preparations	B03	Antianemic preparations	513	<100	 	0	0.521
C05	Vasoprotectives	G02	Other gynecologicals	513	<100	 	0	0.849
A05	Bile and liver therapy	R02	Throat preparations	512	<100	 	0	0.339
A04	Antiemetics and antinauseants	V08	Contrast media	511	<100	 	0	11.889
N03	Antiepileptics	V08	Contrast media	511	<100	 	0	1.03
B03	Antianemic preparations	D09	Medicated dressings	510	<100	 	0	1.458
B06	Other hematological agents	L03	Immunostimulants	509	<100	 	0	4.174
H04	Pancreatic hormones	L03	Immunostimulants	505	<100	 	0	0.661
A12	Mineral supplements	R02	Throat preparations	504	<100	 	0	0.292
S02	Otologicals	V08	Contrast media	502	<100	 	0	3.66
P02	Anthelmintics	V03	All other therapeutic products	499	<100	 	0	0.605
A01	Stomatological preparations	B06	Other hematological agents	497	<100	 	0	0.886
B05	Blood substitutes and perfusion solutions	L02	Endocrine therapy	496	<100	 	0	0.829
M01	Anti-inflammatory and antirheumatic products	V08	Contrast media	491	<100	 	0	1.297
B01	Antithrombotic agents	V08	Contrast media	483	<100	 	0	1.605
G03	Sex hormones and modulators of the genital system	V08	Contrast media	483	<100	 	0	0.312
B06	Other hematological agents	D10	Anti-acne preparations	482	<100	 	0	0.495
G04	Urologicals	J06	Immune sera and immunoglobulins	482	<100	 	0	0.145
G02	Other gynecologicals	N07	Other nervous system drugs	481	<100	 	0	0.623
B03	Antianemic preparations	D03	Preparations for treatment of wounds and ulcers	468	<100	 	0	29.994
A05	Bile and liver therapy	D03	Preparations for treatment of wounds and ulcers	467	<100	 	0	2.647
A16	Other alimentary tract and metabolism products	L03	Immunostimulants	464	<100	 	0	1.142
D09	Medicated dressings	P02	Anthelmintics	445	<100	 	0	0.39
B02	Antihemorrhagics	D09	Medicated dressings	443	<100	 	0	0.891
G02	Other gynecologicals	M05	Drugs for treatment of bone diseases	436	<100	 	0	0.147
A14	Anabolic agents for systemic use	J04	Antimycobacterials	435	<100	 	0	8.44
B06	Other hematological agents	C04	Peripheral vasodilators	435	<100	 	0	13.552
H02	Corticosteroids for systemic use	V08	Contrast media	434	<100	 	0	1.785
D04	Antipruritics, including antihistamines, anesthetics, etc.	J04	Antimycobacterials	433	<100	 	0	0.963
D07	Corticosteroids, dermatological preparations	V08	Contrast media	429	<100	 	0	1.798
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	R07	Other respiratory system products	420	<100	 	0	3.825
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	V08	Contrast media	420	<100	 	0	2.348
D04	Antipruritics, including antihistamines, anesthetics, etc.	H01	Pituitary and hypothalamic hormones and analogues	414	<100	 	0	0.951
J06	Immune sera and immunoglobulins	N05	Psycholeptics	414	<100	 	0	0.052
B06	Other hematological agents	D09	Medicated dressings	409	<100	 	0	2.053
B05	Blood substitutes and perfusion solutions	M02	Topical products for joint and muscular pain	401	<100	 	0	0.428
D08	Antiseptics and disinfectants	P03	Ectoparasiticides, including scabicides, insecticides and repellents	391	<100	 	0	1.336
D04	Antipruritics, including antihistamines, anesthetics, etc.	D05	Antipsoriatics	387	<100	 	0	0.415
H04	Pancreatic hormones	R02	Throat preparations	384	<100	 	0	0.805
P01	Antiprotozoals	V08	Contrast media	383	<100	 	0	4.313
S01	Ophthalmologicals	V08	Contrast media	373	<100	 	0	1.436
B05	Blood substitutes and perfusion solutions	J04	Antimycobacterials	372	<100	 	0	2.952
B02	Antihemorrhagics	J04	Antimycobacterials	367	<100	 	0	1.688
A08	Antiobesity preparations, excluding diet products	P02	Anthelmintics	358	<100	 	0	0.494
D03	Preparations for treatment of wounds and ulcers	D08	Antiseptics and disinfectants	358	<100	 	0	6.674
B03	Antianemic preparations	H04	Pancreatic hormones	356	<100	 	0	11.229
A16	Other alimentary tract and metabolism products	R02	Throat preparations	355	<100	 	0	1.399
C04	Peripheral vasodilators	P03	Ectoparasiticides, including scabicides, insecticides and repellents	352	<100	 	0	0.652
A08	Antiobesity preparations, excluding diet products	A09	Digestives, including enzymes	351	<100	 	0	0.689
A06	Drugs for constipation	A14	Anabolic agents for systemic use	348	<100	 	0	1.654
N01	Anesthetics	P02	Anthelmintics	345	<100	 	0	1.213
A09	Digestives, including enzymes	C04	Peripheral vasodilators	342	<100	 	0	2.642
A12	Mineral supplements	H04	Pancreatic hormones	342	<100	 	0	0.835
A12	Mineral supplements	D03	Preparations for treatment of wounds and ulcers	334	<100	 	0	1.657
A08	Antiobesity preparations, excluding diet products	H04	Pancreatic hormones	331	<100	 	0	0.419
D04	Antipruritics, including antihistamines, anesthetics, etc.	D09	Medicated dressings	331	<100	 	0	0.322
A14	Anabolic agents for systemic use	M04	Antigout preparations	330	<100	 	0	0.514
A16	Other alimentary tract and metabolism products	J04	Antimycobacterials	325	<100	 	0	1.12
A05	Bile and liver therapy	P02	Anthelmintics	321	<100	 	0	0.978
D01	Antifungals for dermatological use	J06	Immune sera and immunoglobulins	316	<100	 	0	0.392
L01	Antineoplastic agents	V08	Contrast media	307	<100	 	0	2.815
J06	Immune sera and immunoglobulins	N06	Psychoanaleptics	306	121	0.3954	0	0.017
J06	Immune sera and immunoglobulins	R02	Throat preparations	306	<100	 	0	3.985
B02	Antihemorrhagics	V03	All other therapeutic products	301	<100	 	0	0.838
B02	Antihemorrhagics	D11	Other dermatological preparations	299	<100	 	0	0.303
B06	Other hematological agents	H04	Pancreatic hormones	296	<100	 	0	16.388
B05	Blood substitutes and perfusion solutions	D09	Medicated dressings	289	<100	 	0	1.002
H04	Pancreatic hormones	P03	Ectoparasiticides, including scabicides, insecticides and repellents	287	<100	 	0	0.945
D04	Antipruritics, including antihistamines, anesthetics, etc.	P03	Ectoparasiticides, including scabicides, insecticides and repellents	286	<100	 	0	1.143
D03	Preparations for treatment of wounds and ulcers	P03	Ectoparasiticides, including scabicides, insecticides and repellents	279	<100	 	0	1.866
A14	Anabolic agents for systemic use	D09	Medicated dressings	277	<100	 	0	2.349
B06	Other hematological agents	J04	Antimycobacterials	276	<100	 	0	3.169
D07	Corticosteroids, dermatological preparations	R07	Other respiratory system products	276	<100	 	0	1.884
B05	Blood substitutes and perfusion solutions	C04	Peripheral vasodilators	271	<100	 	0	5.835
B06	Other hematological agents	N01	Anesthetics	271	<100	 	0	5.464
R06	Antihistamines for systemic use	R07	Other respiratory system products	268	<100	 	0	1.301
J05	Antivirals for systemic use	J06	Immune sera and immunoglobulins	259	<100	 	0	0.186
A03	Drugs for functional gastrointestinal disorders	V08	Contrast media	258	<100	 	0	3.219
D03	Preparations for treatment of wounds and ulcers	H01	Pituitary and hypothalamic hormones and analogues	251	<100	 	0	0.965
G01	Gynecological antiinfectives and antiseptics	J06	Immune sera and immunoglobulins	251	<100	 	0	0.21
A14	Anabolic agents for systemic use	V03	All other therapeutic products	248	<100	 	0	2.911
A12	Mineral supplements	B03	Antianemic preparations	246	<100	 	0	2.143
A05	Bile and liver therapy	J06	Immune sera and immunoglobulins	245	<100	 	0	4.246
A10	Drugs used in diabetes	R07	Other respiratory system products	245	<100	 	0	0.37
A14	Anabolic agents for systemic use	C05	Vasoprotectives	244	<100	 	0	1.515
A16	Other alimentary tract and metabolism products	J06	Immune sera and immunoglobulins	243	<100	 	0	25.095
B02	Antihemorrhagics	D05	Antipsoriatics	237	<100	 	0	0.525
G02	Other gynecologicals	J02	Antimycotics for systemic use	236	<100	 	0	0.442
B03	Antianemic preparations	B06	Other hematological agents	234	<100	 	0	46.223
A08	Antiobesity preparations, excluding diet products	G02	Other gynecologicals	231	<100	 	0	0.824
D06	Antibiotics and chemotherapeutics for dermatological use	J06	Immune sera and immunoglobulins	231	<100	 	0	0.311
C01	Cardiac therapy	V08	Contrast media	225	<100	 	0	1.394
H05	Calcium homeostasis	P02	Anthelmintics	221	<100	 	0	0.321
A12	Mineral supplements	B06	Other hematological agents	220	<100	 	0	3.363
A04	Antiemetics and antinauseants	J06	Immune sera and immunoglobulins	219	<100	 	0	0.536
L03	Immunostimulants	P02	Anthelmintics	219	<100	 	0	0.313
N02	Analgesics	R07	Other respiratory system products	216	<100	 	0	0.357
C04	Peripheral vasodilators	R02	Throat preparations	214	<100	 	0	0.252
B02	Antihemorrhagics	H01	Pituitary and hypothalamic hormones and analogues	213	<100	 	0	1.011
G02	Other gynecologicals	H01	Pituitary and hypothalamic hormones and analogues	213	<100	 	0	1.136
D04	Antipruritics, including antihistamines, anesthetics, etc.	L03	Immunostimulants	212	<100	 	0	0.337
D04	Antipruritics, including antihistamines, anesthetics, etc.	D08	Antiseptics and disinfectants	210	<100	 	0	2.338
D04	Antipruritics, including antihistamines, anesthetics, etc.	H05	Calcium homeostasis	209	<100	 	0	0.337
N05	Psycholeptics	R07	Other respiratory system products	208	<100	 	0	0.403
A05	Bile and liver therapy	B06	Other hematological agents	204	<100	 	0	3.564
A14	Anabolic agents for systemic use	N01	Anesthetics	204	<100	 	0	6.95
M03	Muscle relaxants	V08	Contrast media	203	<100	 	0	0.949
M04	Antigout preparations	V08	Contrast media	203	<100	 	0	1.763
D04	Antipruritics, including antihistamines, anesthetics, etc.	V03	All other therapeutic products	202	<100	 	0	0.272
G02	Other gynecologicals	L02	Endocrine therapy	202	<100	 	0	0.22
G02	Other gynecologicals	L03	Immunostimulants	200	<100	 	0	0.739
R07	Other respiratory system products	S02	Otologicals	200	<100	 	0	2.376
D04	Antipruritics, including antihistamines, anesthetics, etc.	P02	Anthelmintics	197	<100	 	0	2.309
B02	Antihemorrhagics	N01	Anesthetics	196	<100	 	0	1.583
B05	Blood substitutes and perfusion solutions	L03	Immunostimulants	195	<100	 	0	1.105
L02	Endocrine therapy	V08	Contrast media	195	<100	 	0	4.445
B01	Antithrombotic agents	J06	Immune sera and immunoglobulins	186	<100	 	0	0.065
A16	Other alimentary tract and metabolism products	P03	Ectoparasiticides, including scabicides, insecticides and repellents	185	<100	 	0	1.145
A08	Antiobesity preparations, excluding diet products	D03	Preparations for treatment of wounds and ulcers	181	<100	 	0	0.465
A11	Vitamins	R07	Other respiratory system products	180	<100	 	0	4.127
A05	Bile and liver therapy	R07	Other respiratory system products	179	<100	 	0	48.024
A09	Digestives, including enzymes	D03	Preparations for treatment of wounds and ulcers	178	<100	 	0	4.965
A09	Digestives, including enzymes	H04	Pancreatic hormones	178	<100	 	0	2.443
H02	Corticosteroids for systemic use	R07	Other respiratory system products	175	<100	 	0	1.173
J06	Immune sera and immunoglobulins	N07	Other nervous system drugs	172	<100	 	0	0.491
A09	Digestives, including enzymes	R02	Throat preparations	171	<100	 	0	0.557
A12	Mineral supplements	D04	Antipruritics, including antihistamines, anesthetics, etc.	168	<100	 	0	0.498
A09	Digestives, including enzymes	B06	Other hematological agents	165	<100	 	0	14.184
A14	Anabolic agents for systemic use	A16	Other alimentary tract and metabolism products	165	<100	 	0	29.026
D06	Antibiotics and chemotherapeutics for dermatological use	V08	Contrast media	165	<100	 	0	2.111
A09	Digestives, including enzymes	D08	Antiseptics and disinfectants	161	<100	 	0	2.293
G02	Other gynecologicals	V03	All other therapeutic products	161	<100	 	0	0.504
A09	Digestives, including enzymes	P03	Ectoparasiticides, including scabicides, insecticides and repellents	156	<100	 	0	0.797
J06	Immune sera and immunoglobulins	L04	Immunosuppressants	154	<100	 	0	0.139
A05	Bile and liver therapy	A14	Anabolic agents for systemic use	152	<100	 	0	4.487
A05	Bile and liver therapy	B02	Antihemorrhagics	152	<100	 	0	1.064
M05	Drugs for treatment of bone diseases	V08	Contrast media	152	<100	 	0	1.075
A08	Antiobesity preparations, excluding diet products	B03	Antianemic preparations	150	<100	 	0	0.677
A14	Anabolic agents for systemic use	D05	Antipsoriatics	150	<100	 	0	1.402
