atc_A	atc_class_name_A	atc_B	atc_class_name_B	atc_C	atc_class_name_C	atleast_exposure_count	exact_exposure_count	fraction_exact	fraction_allwindows	observe_per_expect_1s	observe_per_expect_N1
D09	Medicated dressings	H02	Corticosteroids for systemic use	R01	Nasal preparations	24789	340	0.0137	0	2.168	1.163
C03	Diuretics	C05	Vasoprotectives	D11	Other dermatological preparations	24787	<100	 	0	3.798	1.636
M02	Topical products for joint and muscular pain	M04	Antigout preparations	R06	Antihistamines for systemic use	24785	202	0.0082	0	2.249	1.424
C07	Beta blocking agents	D09	Medicated dressings	M04	Antigout preparations	24780	166	0.0067	0	2.57	0.993
C02	Antihypertensives	N03	Antiepileptics	P01	Antiprotozoals	24772	100	0.004	0	2.008	1.439
D06	Antibiotics and chemotherapeutics for dermatological use	G04	Urologicals	N04	Anti-parkinson drugs	24771	233	0.0094	0	2.326	1.293
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	D09	Medicated dressings	N05	Psycholeptics	24770	140	0.0057	0	1.879	1.803
H03	Thyroid therapy	L02	Endocrine therapy	P01	Antiprotozoals	24765	1075	0.0434	0	2.132	1.379
C04	Peripheral vasodilators	C08	Calcium channel blockers	R05	Cough and cold preparations	24758	<100	 	0	4.828	1.617
D09	Medicated dressings	M05	Drugs for treatment of bone diseases	N02	Analgesics	24758	114	0.0046	0	2.025	0.749
A10	Drugs used in diabetes	C04	Peripheral vasodilators	R03	Drugs for obstructive airway diseases	24754	<100	 	0	2.435	1.215
C07	Beta blocking agents	J02	Antimycotics for systemic use	M05	Drugs for treatment of bone diseases	24752	215	0.0087	0	1.731	1.135
D05	Antipsoriatics	G03	Sex hormones and modulators of the genital system	R06	Antihistamines for systemic use	24745	425	0.0172	0	0.598	0.677
A03	Drugs for functional gastrointestinal disorders	J02	Antimycotics for systemic use	N02	Analgesics	24745	<100	 	0	2.958	1.64
C03	Diuretics	L03	Immunostimulants	R03	Drugs for obstructive airway diseases	24745	117	0.0047	0	0.532	0.756
C05	Vasoprotectives	L01	Antineoplastic agents	N03	Antiepileptics	24726	157	0.0063	0	3.816	2.287
D10	Anti-acne preparations	N03	Antiepileptics	S02	Otologicals	24723	286	0.0116	0	0.847	0.94
A05	Bile and liver therapy	G04	Urologicals	N06	Psychoanaleptics	24719	340	0.0138	0	1.484	1.243
A03	Drugs for functional gastrointestinal disorders	C03	Diuretics	D05	Antipsoriatics	24717	<100	 	0	2.981	2.13
A08	Antiobesity preparations, excluding diet products	C07	Beta blocking agents	M01	Anti-inflammatory and antirheumatic products	24714	389	0.0157	0	1.23	0.785
G03	Sex hormones and modulators of the genital system	J04	Antimycobacterials	R01	Nasal preparations	24712	1217	0.0492	0	0.776	0.71
A06	Drugs for constipation	B06	Other hematological agents	N02	Analgesics	24706	152	0.0062	0	523.457	2.747
C10	Lipid modifying agents	D09	Medicated dressings	L01	Antineoplastic agents	24704	379	0.0153	0	1.422	1.225
C02	Antihypertensives	N03	Antiepileptics	V03	All other therapeutic products	24699	<100	 	0	11.641	2.464
D10	Anti-acne preparations	N06	Psychoanaleptics	N07	Other nervous system drugs	24696	699	0.0283	0	0.828	0.582
C03	Diuretics	D04	Antipruritics, including antihistamines, anesthetics, etc.	S01	Ophthalmologicals	24695	<100	 	0	11.16	0.491
A06	Drugs for constipation	A10	Drugs used in diabetes	L04	Immunosuppressants	24692	183	0.0074	0	1.252	0.924
G01	Gynecological antiinfectives and antiseptics	M04	Antigout preparations	S01	Ophthalmologicals	24685	<100	 	0	1.58	1.354
N07	Other nervous system drugs	R03	Drugs for obstructive airway diseases	S02	Otologicals	24680	269	0.0109	0	1.765	1.386
C04	Peripheral vasodilators	N03	Antiepileptics	R05	Cough and cold preparations	24678	<100	 	0	6.351	2.774
A03	Drugs for functional gastrointestinal disorders	C10	Lipid modifying agents	J02	Antimycotics for systemic use	24677	135	0.0055	0	1.601	1.303
C03	Diuretics	J04	Antimycobacterials	R05	Cough and cold preparations	24675	<100	 	0	0.892	1.045
D10	Anti-acne preparations	N03	Antiepileptics	N04	Anti-parkinson drugs	24673	200	0.0081	0	1.238	0.516
A02	Drugs for acid related disorders	A03	Drugs for functional gastrointestinal disorders	P03	Ectoparasiticides, including scabicides, insecticides and repellents	24666	<100	 	0	16.61	2.023
B01	Antithrombotic agents	C05	Vasoprotectives	M03	Muscle relaxants	24662	<100	 	0	3.197	1.474
C03	Diuretics	J04	Antimycobacterials	R03	Drugs for obstructive airway diseases	24660	206	0.0084	0	0.742	1.055
A11	Vitamins	H05	Calcium homeostasis	N03	Antiepileptics	24650	220	0.0089	0	13.228	2.391
A06	Drugs for constipation	B01	Antithrombotic agents	M01	Anti-inflammatory and antirheumatic products	24644	<100	 	0	1.382	0.965
A06	Drugs for constipation	M03	Muscle relaxants	N04	Anti-parkinson drugs	24633	<100	 	0	7.855	4.083
A10	Drugs used in diabetes	H03	Thyroid therapy	L03	Immunostimulants	24632	562	0.0228	0	0.591	0.593
A05	Bile and liver therapy	C09	Agents acting on the renin-angiotensin system	H02	Corticosteroids for systemic use	24624	108	0.0044	0	2.527	0.983
A02	Drugs for acid related disorders	A06	Drugs for constipation	D10	Anti-acne preparations	24605	682	0.0277	0	1.752	0.866
M04	Antigout preparations	M05	Drugs for treatment of bone diseases	R06	Antihistamines for systemic use	24604	<100	 	0	1.085	0.934
C07	Beta blocking agents	N06	Psychoanaleptics	P03	Ectoparasiticides, including scabicides, insecticides and repellents	24604	387	0.0157	0	0.64	0.793
C07	Beta blocking agents	G01	Gynecological antiinfectives and antiseptics	L02	Endocrine therapy	24592	245	0.01	0	1.124	0.848
D11	Other dermatological preparations	H02	Corticosteroids for systemic use	M01	Anti-inflammatory and antirheumatic products	24589	330	0.0134	0	1.537	0.968
D07	Corticosteroids, dermatological preparations	L03	Immunostimulants	N02	Analgesics	24585	167	0.0068	0	1.947	1.785
J04	Antimycobacterials	L04	Immunosuppressants	N06	Psychoanaleptics	24576	452	0.0184	0	2.914	0.95
C05	Vasoprotectives	C08	Calcium channel blockers	S02	Otologicals	24575	<100	 	0	2.286	1.646
C09	Agents acting on the renin-angiotensin system	D06	Antibiotics and chemotherapeutics for dermatological use	L02	Endocrine therapy	24575	337	0.0137	0	1.086	0.96
A11	Vitamins	N04	Anti-parkinson drugs	R06	Antihistamines for systemic use	24565	<100	 	0	2.651	1.817
A03	Drugs for functional gastrointestinal disorders	A10	Drugs used in diabetes	D11	Other dermatological preparations	24556	<100	 	0	1.634	1.493
C02	Antihypertensives	C05	Vasoprotectives	S01	Ophthalmologicals	24556	<100	 	0	11.692	2.261
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	G01	Gynecological antiinfectives and antiseptics	M05	Drugs for treatment of bone diseases	24555	205	0.0083	0	1.858	1.48
J02	Antimycotics for systemic use	M01	Anti-inflammatory and antirheumatic products	R06	Antihistamines for systemic use	24553	320	0.013	0	1.824	1.434
A12	Mineral supplements	C10	Lipid modifying agents	M03	Muscle relaxants	24550	152	0.0062	0	2.195	1.392
C09	Agents acting on the renin-angiotensin system	D03	Preparations for treatment of wounds and ulcers	N06	Psychoanaleptics	24550	<100	 	0	2.093	1.292
D06	Antibiotics and chemotherapeutics for dermatological use	L01	Antineoplastic agents	L04	Immunosuppressants	24548	492	0.02	0	5.947	2.447
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	M02	Topical products for joint and muscular pain	S02	Otologicals	24548	109	0.0044	0	3.511	1.532
G03	Sex hormones and modulators of the genital system	H03	Thyroid therapy	J04	Antimycobacterials	24537	1663	0.0678	0	0.575	0.838
G03	Sex hormones and modulators of the genital system	J02	Antimycotics for systemic use	M03	Muscle relaxants	24534	459	0.0187	0	0.699	0.679
A02	Drugs for acid related disorders	D07	Corticosteroids, dermatological preparations	L03	Immunostimulants	24532	390	0.0159	0	2.206	1.878
A06	Drugs for constipation	A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	C01	Cardiac therapy	24517	<100	 	0	5.427	2.656
A01	Stomatological preparations	M01	Anti-inflammatory and antirheumatic products	S01	Ophthalmologicals	24512	514	0.021	0	1.009	0.97
A04	Antiemetics and antinauseants	L04	Immunosuppressants	M03	Muscle relaxants	24511	<100	 	0	5.505	2.529
A03	Drugs for functional gastrointestinal disorders	A06	Drugs for constipation	S02	Otologicals	24506	427	0.0174	0	14.25	2.905
A06	Drugs for constipation	A10	Drugs used in diabetes	M05	Drugs for treatment of bone diseases	24501	186	0.0076	0	1.026	0.683
B01	Antithrombotic agents	H05	Calcium homeostasis	L04	Immunosuppressants	24501	<100	 	0	13.192	3.261
L02	Endocrine therapy	L04	Immunosuppressants	N05	Psycholeptics	24494	557	0.0227	0	1.372	1.193
B01	Antithrombotic agents	R03	Drugs for obstructive airway diseases	V03	All other therapeutic products	24492	<100	 	0	1.926	1.177
C03	Diuretics	C10	Lipid modifying agents	R02	Throat preparations	24487	<100	 	0	0.309	0.215
A10	Drugs used in diabetes	G03	Sex hormones and modulators of the genital system	H04	Pancreatic hormones	24483	5035	0.2057	0	1.842	0.311
A06	Drugs for constipation	C01	Cardiac therapy	R06	Antihistamines for systemic use	24480	<100	 	0	2.888	1.772
R01	Nasal preparations	R05	Cough and cold preparations	V03	All other therapeutic products	24475	<100	 	0	1.299	1.018
A06	Drugs for constipation	A10	Drugs used in diabetes	L01	Antineoplastic agents	24472	133	0.0054	0	1.328	0.881
C02	Antihypertensives	D05	Antipsoriatics	J01	Antibacterials for systemic use	24472	<100	 	0	3.898	0.814
D06	Antibiotics and chemotherapeutics for dermatological use	J05	Antivirals for systemic use	L04	Immunosuppressants	24466	678	0.0277	0	4.421	1.893
C10	Lipid modifying agents	D10	Anti-acne preparations	M02	Topical products for joint and muscular pain	24460	359	0.0147	0	0.457	0.38
A01	Stomatological preparations	A02	Drugs for acid related disorders	J05	Antivirals for systemic use	24458	843	0.0345	0	0.78	1.111
J05	Antivirals for systemic use	L01	Antineoplastic agents	L04	Immunosuppressants	24454	623	0.0255	0	3.167	1.303
L03	Immunostimulants	M03	Muscle relaxants	R03	Drugs for obstructive airway diseases	24452	172	0.007	0	3.194	0.7
A03	Drugs for functional gastrointestinal disorders	L01	Antineoplastic agents	S02	Otologicals	24448	142	0.0058	0	4.917	1.856
G04	Urologicals	J02	Antimycotics for systemic use	R06	Antihistamines for systemic use	24443	198	0.0081	0	1.961	1.6
A01	Stomatological preparations	J05	Antivirals for systemic use	R01	Nasal preparations	24434	1116	0.0457	0	1.262	1.121
B01	Antithrombotic agents	J01	Antibacterials for systemic use	J04	Antimycobacterials	24427	329	0.0135	0	1.812	0.959
C05	Vasoprotectives	R01	Nasal preparations	S02	Otologicals	24422	433	0.0177	0	2.773	1.846
C02	Antihypertensives	M01	Anti-inflammatory and antirheumatic products	S02	Otologicals	24420	307	0.0126	0	1.679	1.369
C03	Diuretics	R06	Antihistamines for systemic use	V03	All other therapeutic products	24416	<100	 	0	0.883	1.037
A10	Drugs used in diabetes	L01	Antineoplastic agents	N07	Other nervous system drugs	24415	118	0.0048	0	1.356	0.824
D05	Antipsoriatics	G01	Gynecological antiinfectives and antiseptics	R01	Nasal preparations	24405	574	0.0235	0	4.543	1.187
A03	Drugs for functional gastrointestinal disorders	M05	Drugs for treatment of bone diseases	S02	Otologicals	24404	215	0.0088	0	3.785	1.429
C01	Cardiac therapy	C04	Peripheral vasodilators	N02	Analgesics	24396	<100	 	0	10.856	1.938
A03	Drugs for functional gastrointestinal disorders	D10	Anti-acne preparations	R03	Drugs for obstructive airway diseases	24388	303	0.0124	0	1.064	1.015
A01	Stomatological preparations	D10	Anti-acne preparations	P01	Antiprotozoals	24387	2924	0.1199	0	10.757	1.214
A03	Drugs for functional gastrointestinal disorders	C07	Beta blocking agents	D05	Antipsoriatics	24386	<100	 	0	4.006	2.325
A05	Bile and liver therapy	J01	Antibacterials for systemic use	N03	Antiepileptics	24385	153	0.0063	0	1.67	1.326
A09	Digestives, including enzymes	B05	Blood substitutes and perfusion solutions	C03	Diuretics	24383	357	0.0146	0	8271.936	1.441
C07	Beta blocking agents	H02	Corticosteroids for systemic use	J04	Antimycobacterials	24380	<100	 	0	2.739	1.519
A11	Vitamins	D10	Anti-acne preparations	J01	Antibacterials for systemic use	24374	1010	0.0414	0	0.684	0.625
D09	Medicated dressings	M01	Anti-inflammatory and antirheumatic products	S01	Ophthalmologicals	24372	381	0.0156	0	2.826	0.853
A05	Bile and liver therapy	C03	Diuretics	G04	Urologicals	24369	160	0.0066	0	2.12	1.697
A11	Vitamins	D01	Antifungals for dermatological use	P01	Antiprotozoals	24369	1869	0.0767	0	10.979	2.051
B01	Antithrombotic agents	C09	Agents acting on the renin-angiotensin system	D03	Preparations for treatment of wounds and ulcers	24366	<100	 	0	13.009	2.017
J05	Antivirals for systemic use	M03	Muscle relaxants	S02	Otologicals	24365	274	0.0112	0	1.369	1.289
L03	Immunostimulants	M05	Drugs for treatment of bone diseases	N03	Antiepileptics	24363	580	0.0238	0	6.472	2.524
A11	Vitamins	D01	Antifungals for dermatological use	D07	Corticosteroids, dermatological preparations	24362	416	0.0171	0	4.084	1.848
C03	Diuretics	H02	Corticosteroids for systemic use	J04	Antimycobacterials	24359	169	0.0069	0	2.009	1.114
D09	Medicated dressings	J05	Antivirals for systemic use	N02	Analgesics	24357	181	0.0074	0	1.927	0.713
A06	Drugs for constipation	M04	Antigout preparations	R05	Cough and cold preparations	24350	<100	 	0	2.437	1.851
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	H05	Calcium homeostasis	R01	Nasal preparations	24349	177	0.0073	0	4.801	2.175
D06	Antibiotics and chemotherapeutics for dermatological use	N04	Anti-parkinson drugs	R01	Nasal preparations	24349	194	0.008	0	1.495	1.289
C05	Vasoprotectives	C09	Agents acting on the renin-angiotensin system	D06	Antibiotics and chemotherapeutics for dermatological use	24344	204	0.0084	0	1.635	1.018
C09	Agents acting on the renin-angiotensin system	J04	Antimycobacterials	R05	Cough and cold preparations	24336	<100	 	0	0.72	0.82
D10	Anti-acne preparations	J01	Antibacterials for systemic use	M02	Topical products for joint and muscular pain	24333	1151	0.0473	0	0.706	0.646
A08	Antiobesity preparations, excluding diet products	N03	Antiepileptics	R06	Antihistamines for systemic use	24330	241	0.0099	0	2.629	1.669
A08	Antiobesity preparations, excluding diet products	R05	Cough and cold preparations	S01	Ophthalmologicals	24330	309	0.0127	0	3.039	1.626
C10	Lipid modifying agents	H05	Calcium homeostasis	P01	Antiprotozoals	24329	192	0.0079	0	2.854	1.451
A11	Vitamins	M03	Muscle relaxants	S02	Otologicals	24327	190	0.0078	0	2.812	1.565
C03	Diuretics	J02	Antimycotics for systemic use	P01	Antiprotozoals	24326	212	0.0087	0	1.989	1.021
G03	Sex hormones and modulators of the genital system	J05	Antivirals for systemic use	N07	Other nervous system drugs	24326	1176	0.0483	0	0.702	0.871
C10	Lipid modifying agents	H02	Corticosteroids for systemic use	J04	Antimycobacterials	24321	176	0.0072	0	1.437	0.797
C02	Antihypertensives	C03	Diuretics	J02	Antimycotics for systemic use	24319	124	0.0051	0	2.615	1.221
D11	Other dermatological preparations	M01	Anti-inflammatory and antirheumatic products	M04	Antigout preparations	24314	222	0.0091	0	3.209	1.094
A06	Drugs for constipation	D01	Antifungals for dermatological use	H03	Thyroid therapy	24302	482	0.0198	0	2.548	1.748
A10	Drugs used in diabetes	H04	Pancreatic hormones	R03	Drugs for obstructive airway diseases	24302	2249	0.0925	0	4.249	0.718
C04	Peripheral vasodilators	C10	Lipid modifying agents	R06	Antihistamines for systemic use	24288	<100	 	0	2.82	1.37
A06	Drugs for constipation	C09	Agents acting on the renin-angiotensin system	N07	Other nervous system drugs	24277	142	0.0058	0	2.646	1.127
J04	Antimycobacterials	N02	Analgesics	R03	Drugs for obstructive airway diseases	24272	<100	 	0	0.964	1.28
M02	Topical products for joint and muscular pain	P01	Antiprotozoals	S02	Otologicals	24259	811	0.0334	0	6.989	1.514
A05	Bile and liver therapy	A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	C10	Lipid modifying agents	24254	970	0.04	0	2.964	0.776
A01	Stomatological preparations	G04	Urologicals	R06	Antihistamines for systemic use	24251	258	0.0106	0	0.834	0.74
G03	Sex hormones and modulators of the genital system	N05	Psycholeptics	P03	Ectoparasiticides, including scabicides, insecticides and repellents	24248	1657	0.0683	0	0.872	0.595
A03	Drugs for functional gastrointestinal disorders	H03	Thyroid therapy	L02	Endocrine therapy	24236	228	0.0094	0	2.312	1.496
D07	Corticosteroids, dermatological preparations	N01	Anesthetics	N06	Psychoanaleptics	24229	220	0.0091	0	2.467	1.053
A10	Drugs used in diabetes	J04	Antimycobacterials	N02	Analgesics	24222	<100	 	0	0.594	0.789
A04	Antiemetics and antinauseants	G01	Gynecological antiinfectives and antiseptics	R03	Drugs for obstructive airway diseases	24219	233	0.0096	0	1.618	1.171
A06	Drugs for constipation	R06	Antihistamines for systemic use	S02	Otologicals	24209	200	0.0083	0	3.361	2.188
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	G03	Sex hormones and modulators of the genital system	J02	Antimycotics for systemic use	24207	630	0.026	0	0.825	0.5
C01	Cardiac therapy	J01	Antibacterials for systemic use	J02	Antimycotics for systemic use	24201	165	0.0068	0	1.212	1.213
A07	Antidiarrheals, intestinal anti-inflammatory/anti-infective agents	J02	Antimycotics for systemic use	R06	Antihistamines for systemic use	24199	306	0.0126	0	3.806	2.087
G03	Sex hormones and modulators of the genital system	H05	Calcium homeostasis	S01	Ophthalmologicals	24196	427	0.0176	0	1.137	0.457
A11	Vitamins	C08	Calcium channel blockers	D11	Other dermatological preparations	24195	107	0.0044	0	2.993	1.612
H03	Thyroid therapy	M02	Topical products for joint and muscular pain	N07	Other nervous system drugs	24195	261	0.0108	0	3.203	1.774
A12	Mineral supplements	M04	Antigout preparations	R05	Cough and cold preparations	24195	<100	 	0	13.163	1.159
