drug_name_A	drug_name_B	drug_name_C	drug_name_D	drug_name_E	atleast_exposure_count	exact_exposure_count	estimate_drug_cost_per_day	fraction_exact	fraction_allwindows	observe_per_expect_1s	observe_per_expect_N1
hydrocodone	omeprazole	salmeterol	albuterol	fluticasone	10689	<100	14.57	 	0	122.877	0.377
clonazepam	hydrochlorothiazide	hydrocodone	omeprazole	acetaminophen	10687	<100	4.91	 	0	23.952	0.347
fenofibrate	hydrochlorothiazide	lisinopril	metformin	fluticasone	10686	256	8.34	0.024	0	11.905	0.358
allopurinol	amlodipine	ezetimibe	hydrochlorothiazide	metoprolol	10683	<100	6.21	 	0	62.419	2.438
diltiazem	metoprolol	simvastatin	warfarin	thyroxine	10683	454	3.5	0.0425	0	82.231	0.999
amlodipine	hydrochlorothiazide	metformin	sitagliptin	acetaminophen	10683	<100	11.2	 	0	22.998	0.237
allopurinol	amlodipine	atorvastatin	losartan	metoprolol	10682	407	5.51	0.0381	0	90.593	2.275
allopurinol	carvedilol	furosemide	hydrocodone	acetaminophen	10682	<100	4.08	 	0	470.572	1.895
hydrochlorothiazide	metoprolol	albuterol	fluticasone	ipratropium	10682	<100	11.12	 	0	151.085	0.509
caffeine	codeine	lisinopril	aspirin	butalbital	10681	612	9.83	0.0573	0	211620.78	0.468
clopidogrel	metformin	metoprolol	sitagliptin	thyroxine	10681	<100	12.6	 	0	117.016	0.517
clopidogrel	glipizide	hydrocodone	metformin	acetaminophen	10680	<100	8.21	 	0	139.582	1.035
atenolol	atorvastatin	ezetimibe	lisinopril	metformin	10679	413	7.49	0.0387	0	35.274	1.565
diltiazem	hydrochlorothiazide	hydrocodone	losartan	acetaminophen	10677	738	5.86	0.0691	0	43.064	0.817
hydrochlorothiazide	metformin	simvastatin	zolpidem	acetaminophen	10674	<100	5.43	 	0	5.713	0.666
ezetimibe	lisinopril	metformin	simvastatin	warfarin	10673	295	6.1	0.0276	0	51.736	0.872
lisinopril	metformin	metoprolol	warfarin	glyburide	10673	236	3.04	0.0221	0	175.044	1.763
caffeine	metoprolol	acetaminophen	butalbital	thyroxine	10673	458	6.86	0.0429	0	1350.981	0.345
exenatide	hydrochlorothiazide	lisinopril	metformin	thyroxine	10672	456	12.02	0.0427	0	54.523	0.613
amlodipine	lisinopril	pioglitazone	simvastatin	sitagliptin	10671	<100	14.81	 	0	146.33	1.101
amlodipine	clopidogrel	hydrochlorothiazide	metformin	triamterene	10669	<100	7.16	 	0	49.172	1.229
gabapentin	hydrochlorothiazide	hydrocodone	lisinopril	metoprolol	10669	<100	4.67	 	0	12.123	0.69
atorvastatin	benazepril	hydrochlorothiazide	metoprolol	triamterene	10668	637	5.68	0.0597	0	49.541	1.137
amlodipine	ezetimibe	insulin glargine	metoprolol	simvastatin	10668	<100	13.46	 	0	102.125	1.379
hydrochlorothiazide	metformin	pioglitazone	pravastatin	glyburide	10667	<100	8.95	 	0	516.811	1.173
fenofibrate	glipizide	hydrochlorothiazide	lisinopril	sitagliptin	10663	103	10.96	0.0097	0	329.492	2.423
celecoxib	hydrocodone	lisinopril	metformin	acetaminophen	10663	136	9.18	0.0128	0	37.436	0.748
carvedilol	hydrochlorothiazide	metformin	pioglitazone	sitagliptin	10663	<100	15.48	 	0	643.659	1.922
atorvastatin	esomeprazole	lisinopril	metformin	thyroxine	10662	329	10.02	0.0309	0	9.801	0.827
amlodipine	metformin	simvastatin	sitagliptin	olmesartan	10660	792	12.82	0.0743	0	171.899	1.4
hydrochlorothiazide	hydrocodone	lisinopril	promethazine	acetaminophen	10659	1315	5.51	0.1234	0	18.77	0.372
amlodipine	hydrochlorothiazide	montelukast	fluticasone	thyroxine	10657	<100	8.63	 	0	7.004	0.568
atorvastatin	hydrochlorothiazide	metoprolol	sitagliptin	glyburide	10656	<100	11.24	 	0	195.061	2.642
ezetimibe	fenofibrate	hydrochlorothiazide	metoprolol	thyroxine	10654	<100	8.04	 	0	28.03	0.845
atorvastatin	furosemide	metoprolol	omeprazole	warfarin	10653	278	4.63	0.0261	0	129.406	0.833
gabapentin	montelukast	salmeterol	albuterol	fluticasone	10653	240	16.8	0.0225	0	586.066	0.373
amlodipine	atorvastatin	clopidogrel	isosorbide	thyroxine	10651	<100	8.23	 	0	203.557	0.623
hydrochlorothiazide	simvastatin	triamterene	alendronate	thyroxine	10651	1782	3.24	0.1673	0	38.621	1.317
atorvastatin	esomeprazole	lisinopril	metoprolol	thyroxine	10650	487	9.51	0.0457	0	9.675	0.781
atorvastatin	hydrochlorothiazide	hydrocodone	lorazepam	acetaminophen	10649	<100	6.72	 	0	18.528	0.447
clopidogrel	metformin	pioglitazone	simvastatin	sitagliptin	10647	111	18.37	0.0104	0	687.147	1.343
hydrochlorothiazide	hydrocodone	pregabalin	valsartan	acetaminophen	10647	322	12.71	0.0302	0	92.941	1.157
atorvastatin	clopidogrel	metoprolol	omeprazole	isosorbide	10646	352	8.28	0.0331	0	455.068	0.74
amlodipine	hydrochlorothiazide	montelukast	triamterene	fluticasone	10645	208	8.51	0.0195	0	38.024	0.723
alprazolam	hydrocodone	lisinopril	pravastatin	acetaminophen	10644	345	3.98	0.0324	0	38.963	0.691
alprazolam	hydrocodone	meloxicam	zolpidem	acetaminophen	10640	697	4.8	0.0655	0	151.185	0.683
escitalopram	hydrocodone	zolpidem	acetaminophen	thyroxine	10639	565	6.83	0.0531	0	27.947	0.338
atenolol	atorvastatin	insulin glargine	lisinopril	metformin	10637	448	11.39	0.0421	0	65.728	0.927
amlodipine	atorvastatin	lisinopril	metformin	pantoprazole	10636	215	6.97	0.0202	0	20.912	1.009
metformin	metoprolol	simvastatin	triamterene	thyroxine	10636	<100	3.18	 	0	15.941	1.109
amlodipine	atorvastatin	benazepril	hydrochlorothiazide	insulin glargine	10636	236	13.36	0.0222	0	72.207	1.436
fenofibrate	glimepiride	hydrochlorothiazide	metoprolol	simvastatin	10635	<100	5.65	 	0	74.225	1.564
hydrocodone	promethazine	acetaminophen	ethinyl estradiol	norethindrone	10635	3060	7.22	0.2877	0	106.661	1.818
hydrochlorothiazide	hydrocodone	omeprazole	rosuvastatin	acetaminophen	10633	<100	8.63	 	0	15.088	0.476
glipizide	hydrochlorothiazide	lisinopril	metformin	sertraline	10632	573	3.15	0.0539	0	33.865	0.327
montelukast	oxycodone	salmeterol	acetaminophen	fluticasone	10632	706	18.52	0.0664	0	231.836	0.951
alprazolam	estradiol	hydrocodone	zolpidem	acetaminophen	10631	564	6.18	0.0531	0	114.799	0.519
atorvastatin	furosemide	insulin glargine	metoprolol	insulin, aspart, human	10631	<100	NA	 	0	1413.503	1.429
furosemide	hydrocodone	losartan	metformin	acetaminophen	10631	<100	5.08	 	0	48.578	0.724
alprazolam	caffeine	metoprolol	acetaminophen	butalbital	10631	509	6.94	0.0479	0	4651.57	0.316
carvedilol	furosemide	metformin	spironolactone	warfarin	10630	<100	3.18	 	0	2717.292	0.845
furosemide	metoprolol	warfarin	acetaminophen	thyroxine	10630	<100	2.89	 	0	50.687	0.451
amlodipine	clopidogrel	furosemide	hydrochlorothiazide	metoprolol	10629	<100	6.56	 	0	36.771	0.309
estradiol	hydrochlorothiazide	hydrocodone	simvastatin	acetaminophen	10629	<100	6.23	 	0	9.145	0.356
insulin glargine	metformin	metoprolol	simvastatin	valsartan	10628	133	12.97	0.0125	0	81.54	1.45
atorvastatin	fenofibrate	lisinopril	metoprolol	omeprazole	10626	488	7.16	0.0459	0	28.588	1.214
citalopram	hydrochlorothiazide	omeprazole	simvastatin	thyroxine	10625	180	3.19	0.0169	0	7.882	0.958
cyclobenzaprine	hydrochlorothiazide	hydrocodone	lisinopril	simvastatin	10625	<100	3.97	 	0	10.782	0.55
atorvastatin	duloxetine	hydrocodone	metformin	acetaminophen	10625	<100	12.37	 	0	37.185	0.651
amlodipine	carvedilol	clopidogrel	furosemide	isosorbide	10624	<100	6.49	 	0	3643.513	1.039
furosemide	insulin glargine	lisinopril	simvastatin	thyroxine	10623	<100	8.85	 	0	43.359	0.69
esomeprazole	hydrochlorothiazide	metformin	metoprolol	thyroxine	10623	<100	8.71	 	0	7.216	0.677
escitalopram	hydrocodone	lisinopril	simvastatin	acetaminophen	10622	234	6.38	0.022	0	10.708	0.313
clopidogrel	metoprolol	salmeterol	fluticasone	isosorbide	10622	<100	14.97	 	0	1369.169	6.944
clopidogrel	furosemide	hydrochlorothiazide	metformin	metoprolol	10621	<100	6.52	 	0	38.694	0.392
clonazepam	hydrochlorothiazide	hydrocodone	metformin	acetaminophen	10620	<100	5.14	 	0	17.424	0.499
fenofibrate	hydrochlorothiazide	metformin	metoprolol	olmesartan	10620	327	8.38	0.0308	0	64.056	1.961
atorvastatin	clopidogrel	glipizide	metformin	sitagliptin	10619	213	14.59	0.0201	0	910.413	1.998
fenofibrate	metformin	metoprolol	pioglitazone	sitagliptin	10619	<100	17.17	 	0	1003.044	1.6
atorvastatin	clopidogrel	hydrocodone	omeprazole	acetaminophen	10618	116	10.09	0.0109	0	35.518	0.508
hydrochlorothiazide	metformin	ramipril	simvastatin	thyroxine	10617	350	4.05	0.033	0	13.418	0.839
carvedilol	hydrocodone	simvastatin	warfarin	acetaminophen	10617	111	5.12	0.0105	0	99.591	0.696
amlodipine	esomeprazole	hydrochlorothiazide	losartan	metformin	10616	218	9.94	0.0205	0	22.411	0.567
fentanyl	hydrochlorothiazide	hydrocodone	lisinopril	acetaminophen	10613	490	17.23	0.0462	0	70.751	0.854
hydrochlorothiazide	metformin	metoprolol	simvastatin	insulin, aspart, human	10613	<100	NA	 	0	36.93	1.134
hydrocodone	salmeterol	tamsulosin	acetaminophen	fluticasone	10613	315	14.62	0.0297	0	151.716	0.54
carvedilol	clopidogrel	glipizide	metformin	simvastatin	10612	172	7.26	0.0162	0	471.731	2.857
fenofibrate	montelukast	salmeterol	albuterol	fluticasone	10612	405	18.07	0.0382	0	553.513	0.353
diltiazem	salmeterol	albuterol	fluticasone	thyroxine	10612	198	13.78	0.0187	0	250.445	0.469
fenofibrate	hydrochlorothiazide	metformin	omeprazole	sitagliptin	10611	<100	12.39	 	0	129.716	0.9
alprazolam	bupropion	hydrocodone	simvastatin	acetaminophen	10610	213	6.14	0.0201	0	34.265	0.321
atenolol	hydrochlorothiazide	metformin	simvastatin	warfarin	10607	<100	3.41	 	0	24.749	1.215
furosemide	lisinopril	metoprolol	pioglitazone	simvastatin	10607	<100	7.7	 	0	66.151	1.27
alprazolam	hydrochlorothiazide	lisinopril	omeprazole	acetaminophen	10606	<100	3.73	 	0	8.102	0.734
ezetimibe	hydrocodone	simvastatin	tramadol	acetaminophen	10606	374	8.19	0.0353	0	69.16	0.734
amlodipine	atorvastatin	glipizide	lisinopril	thyroxine	10604	166	4.68	0.0157	0	20.447	0.758
hydrochlorothiazide	metformin	rosiglitazone	simvastatin	glyburide	10604	<100	8.42	 	0	612.759	1.447
amlodipine	atorvastatin	hydrocodone	sertraline	acetaminophen	10603	144	7.1	0.0136	0	16.19	0.459
hydrochlorothiazide	hydrocodone	pravastatin	zolpidem	acetaminophen	10603	<100	5.38	 	0	25.091	0.518
bupropion	hydrochlorothiazide	montelukast	salmeterol	fluticasone	10602	123	15.99	0.0116	0	99.677	0.468
amlodipine	clopidogrel	lisinopril	metformin	sitagliptin	10601	<100	13.05	 	0	118.325	0.989
alprazolam	hydrocodone	tizanidine	zolpidem	acetaminophen	10601	631	5.75	0.0595	0	672.862	1.609
amlodipine	benazepril	hydrochlorothiazide	metoprolol	fluticasone	10598	909	7.46	0.0858	0	15.631	0.274
amlodipine	benazepril	hydrochlorothiazide	montelukast	fluticasone	10598	273	9.82	0.0258	0	33.293	1.544
furosemide	montelukast	salmeterol	warfarin	fluticasone	10598	<100	13.68	 	0	826.851	1.602
hydrochlorothiazide	simvastatin	valsartan	fluticasone	thyroxine	10598	743	8.29	0.0701	0	5.338	0.419
amlodipine	hydrochlorothiazide	salmeterol	albuterol	ipratropium	10596	<100	15.17	 	0	462.76	0.861
glimepiride	lisinopril	pioglitazone	simvastatin	thyroxine	10593	203	7.76	0.0192	0	107.132	0.715
celecoxib	hydrochlorothiazide	montelukast	salmeterol	fluticasone	10593	<100	18.93	 	0	252.817	1.38
montelukast	pantoprazole	salmeterol	fluticasone	thyroxine	10593	566	15.34	0.0534	0	179.369	0.531
digoxin	lisinopril	simvastatin	spironolactone	warfarin	10592	<100	2.23	 	0	1147.716	1.524
clopidogrel	fenofibrate	metformin	metoprolol	glyburide	10592	111	9.06	0.0105	0	669.413	2.608
bupropion	hydrocodone	lisinopril	zolpidem	acetaminophen	10589	249	6.31	0.0235	0	28.987	0.317
hydrochlorothiazide	pantoprazole	salmeterol	albuterol	fluticasone	10589	<100	14.9	 	0	131.893	0.391
atorvastatin	hydrochlorothiazide	latanoprost	lisinopril	metformin	10587	408	6.3	0.0385	0	35.011	1.541
furosemide	hydrochlorothiazide	metformin	metoprolol	glyburide	10586	<100	3.3	 	0	88.225	0.508
amlodipine	hydrocodone	omeprazole	acetaminophen	fluticasone	10586	113	8.25	0.0107	0	12.899	0.348
amlodipine	esomeprazole	hydrocodone	lisinopril	acetaminophen	10585	249	10.03	0.0235	0	13.306	0.346
allopurinol	hydrochlorothiazide	hydrocodone	acetaminophen	thyroxine	10585	<100	4.09	 	0	13.098	0.384
atenolol	fenofibrate	hydrochlorothiazide	metformin	pioglitazone	10584	<100	10.82	 	0	153.594	1.196
clonazepam	gabapentin	hydrocodone	acetaminophen	thyroxine	10584	121	5.09	0.0114	0	76.909	0.35
amlodipine	carvedilol	insulin glargine	metformin	simvastatin	10584	<100	11.54	 	0	152.197	1.387
amlodipine	atorvastatin	losartan	omeprazole	thyroxine	10582	305	5.96	0.0288	0	16.598	0.929
amlodipine	benazepril	citalopram	hydrocodone	acetaminophen	10582	603	5.8	0.057	0	66.137	0.419
ezetimibe	fenofibrate	hydrochlorothiazide	hydrocodone	acetaminophen	10582	<100	9.9	 	0	38.936	0.577
exenatide	glipizide	hydrochlorothiazide	metformin	simvastatin	10581	<100	12.77	 	0	462.92	1.792
amlodipine	hydrochlorothiazide	hydrocodone	lisinopril	thyroxine	10581	<100	3.96	 	0	2.179	0.327
atenolol	atorvastatin	glipizide	lisinopril	pioglitazone	10579	191	9.19	0.0181	0	329.109	2.264
allopurinol	amlodipine	hydrochlorothiazide	lisinopril	omeprazole	10579	536	3.28	0.0507	0	20.493	1.188
atorvastatin	hydrochlorothiazide	insulin glargine	metoprolol	valsartan	10579	211	14.28	0.0199	0	52.61	1.514
alprazolam	caffeine	lisinopril	acetaminophen	butalbital	10579	213	6.52	0.0201	0	3157.077	0.214
clopidogrel	ezetimibe	metoprolol	salmeterol	fluticasone	10577	<100	18.03	 	0	337.256	2.05
allopurinol	amlodipine	clopidogrel	metoprolol	simvastatin	10573	264	6.67	0.025	0	98.055	1.362
gabapentin	hydrocodone	meloxicam	omeprazole	acetaminophen	10573	428	5.68	0.0405	0	159.044	0.764
atorvastatin	digoxin	hydrochlorothiazide	lisinopril	metoprolol	10572	515	4.41	0.0487	0	30.295	0.901
escitalopram	ezetimibe	hydrochlorothiazide	metformin	simvastatin	10572	<100	8.72	 	0	24.463	0.47
hydrochlorothiazide	lisinopril	metoprolol	triamterene	acetaminophen	10572	<100	3.25	 	0	9.187	0.378
hydrochlorothiazide	lisinopril	metoprolol	salmeterol	simvastatin	10571	<100	9.35	 	0	8.385	0.49
lisinopril	omeprazole	simvastatin	fluticasone	thyroxine	10571	318	5.65	0.0301	0	4.739	0.666
clonidine	hydrochlorothiazide	metformin	simvastatin	valsartan	10571	261	6.72	0.0247	0	63.262	1.897
amlodipine	atenolol	losartan	metformin	thyroxine	10570	140	3.82	0.0132	0	23.834	0.871
amlodipine	dorzolamide	hydrochlorothiazide	metoprolol	timolol	10570	<100	6.65	 	0	1351.06	1.968
metformin	metoprolol	pioglitazone	sitagliptin	glyburide	10569	120	14.92	0.0114	0	2152.905	1.238
carvedilol	hydrochlorothiazide	hydrocodone	valsartan	acetaminophen	10568	479	7.6	0.0453	0	38.634	0.674
amlodipine	hydrochlorothiazide	hydrocodone	lovastatin	acetaminophen	10567	164	5.54	0.0155	0	21.664	0.627
salmeterol	sertraline	albuterol	fluticasone	thyroxine	10567	736	13.1	0.0697	0	103.038	0.482
allopurinol	hydrochlorothiazide	lisinopril	metoprolol	warfarin	10566	311	2.24	0.0294	0	57.796	1.081
amlodipine	clopidogrel	fenofibrate	metoprolol	isosorbide	10566	<100	8.87	 	0	1045.314	2.012
caffeine	codeine	lisinopril	acetaminophen	butalbital	10566	420	7.4	0.0398	0	6979.451	0.194
cyclobenzaprine	gabapentin	hydrochlorothiazide	lisinopril	acetaminophen	10564	<100	4.64	 	0	37.63	0.792
amlodipine	atorvastatin	hydrochlorothiazide	omeprazole	fluticasone	10564	155	8.76	0.0147	0	6.802	0.586
finasteride	hydrochlorothiazide	lisinopril	metoprolol	tamsulosin	10563	488	4.44	0.0462	0	158.431	1.918
bisoprolol	hydrochlorothiazide	hydrocodone	lisinopril	acetaminophen	10563	1042	4.26	0.0986	0	34.995	0.791
amlodipine	clopidogrel	furosemide	metoprolol	omeprazole	10562	<100	6.68	 	0	103.18	0.868
amlodipine	atorvastatin	hydrochlorothiazide	lansoprazole	metformin	10562	<100	10.27	 	0	21.141	0.739
allopurinol	furosemide	hydrocodone	warfarin	acetaminophen	10562	<100	3.51	 	0	413.333	1.839
hydrochlorothiazide	hydrocodone	metformin	simvastatin	triamterene	10562	<100	4.45	 	0	13.229	0.337
glimepiride	lisinopril	metformin	metoprolol	omeprazole	10560	218	3.42	0.0206	0	61.285	0.814
dorzolamide	lisinopril	metformin	simvastatin	timolol	10558	361	6.26	0.0342	0	1435.24	2.474
hydrocodone	simvastatin	triamterene	acetaminophen	thyroxine	10558	<100	4.21	 	0	14.068	0.491
amlodipine	fenofibrate	metformin	pioglitazone	valsartan	10557	233	14.03	0.0221	0	341.207	2.571
amlodipine	furosemide	lisinopril	omeprazole	thyroxine	10556	102	2.76	0.0097	0	14.841	0.853
lisinopril	metformin	metoprolol	simvastatin	zolpidem	10555	333	4.1	0.0315	0	9.609	0.374
esomeprazole	metoprolol	salmeterol	albuterol	fluticasone	10555	167	18.66	0.0158	0	187.565	0.458
atorvastatin	finasteride	lisinopril	metoprolol	tamsulosin	10554	649	6.17	0.0615	0	314.047	2.449
clopidogrel	ezetimibe	metoprolol	simvastatin	fluticasone	10553	357	12.08	0.0338	0	67.619	0.282
furosemide	glipizide	lisinopril	metformin	warfarin	10552	136	2.33	0.0129	0	341.569	1.414
allopurinol	amlodipine	hydrochlorothiazide	metoprolol	triamterene	10550	699	2.98	0.0663	0	75.789	1.535
hydrocodone	metformin	rosuvastatin	sitagliptin	acetaminophen	10550	227	14.73	0.0215	0	136.039	0.932
amlodipine	atorvastatin	hydrocodone	tamsulosin	acetaminophen	10549	226	8.2	0.0214	0	34.761	0.792
ezetimibe	glipizide	metformin	metoprolol	pioglitazone	10549	<100	11.5	 	0	747.453	1.816
gabapentin	hydrocodone	meloxicam	acetaminophen	thyroxine	10548	318	5.08	0.0301	0	73.834	0.355
glipizide	insulin glargine	lisinopril	metformin	thyroxine	10547	444	9.44	0.0421	0	117.314	0.479
budesonide	formoterol	hydrochlorothiazide	simvastatin	albuterol	10545	<100	19.3	 	0	698.447	0.583
hydrocodone	lisinopril	lorazepam	metformin	acetaminophen	10545	116	4.76	0.011	0	26.636	0.583
fenofibrate	hydrochlorothiazide	metformin	sitagliptin	olmesartan	10544	535	14.41	0.0507	0	386.448	2.683
digoxin	diltiazem	metoprolol	simvastatin	warfarin	10544	931	3.4	0.0883	0	1227.13	0.803
lisinopril	metformin	albuterol	fluticasone	ipratropium	10543	<100	11.05	 	0	210.234	0.849
hydrochlorothiazide	losartan	metformin	metoprolol	warfarin	10539	251	4.02	0.0238	0	37.01	1.162
amlodipine	hydrochlorothiazide	metoprolol	rosuvastatin	triamterene	10539	1084	6.92	0.1029	0	40.401	0.818
hydrochlorothiazide	hydrocodone	metoprolol	acetaminophen	isosorbide	10538	<100	4.63	 	0	48.476	0.327
hydrochlorothiazide	montelukast	salmeterol	simvastatin	thyroxine	10537	<100	11.81	 	0	16.787	0.844
estradiol	hydrochlorothiazide	hydrocodone	zolpidem	acetaminophen	10537	<100	6.58	 	0	25.05	0.323
amlodipine	furosemide	metformin	metoprolol	isosorbide	10537	<100	3.46	 	0	284.152	1.039
hydrochlorothiazide	hydrocodone	lovastatin	acetaminophen	thyroxine	10536	133	4.67	0.0126	0	14.46	0.49
bupropion	hydrochlorothiazide	hydrocodone	losartan	acetaminophen	10534	393	6.67	0.0373	0	21.498	0.408
amlodipine	atenolol	atorvastatin	losartan	thyroxine	10533	514	5.2	0.0488	0	22.795	0.981
benazepril	fenofibrate	metformin	metoprolol	simvastatin	10533	132	7.02	0.0125	0	69.793	2.145
allopurinol	amlodipine	atorvastatin	hydrocodone	acetaminophen	10533	135	6.69	0.0128	0	38.625	0.745
fenofibrate	hydrocodone	metoprolol	omeprazole	acetaminophen	10533	126	7.23	0.012	0	38.487	0.776
amlodipine	hydrochlorothiazide	insulin glargine	lisinopril	thyroxine	10531	159	9.86	0.0151	0	10.504	0.507
atorvastatin	hydrocodone	lisinopril	tramadol	acetaminophen	10531	365	6.64	0.0347	0	22.07	0.392
furosemide	salmeterol	spironolactone	albuterol	fluticasone	10531	<100	12.82	 	0	1400.532	2.353
amlodipine	lisinopril	metformin	metoprolol	pantoprazole	10529	150	5.08	0.0142	0	21.318	1.075
duloxetine	hydrocodone	metoprolol	zolpidem	acetaminophen	10529	233	10.55	0.0221	0	75.107	0.358
glimepiride	hydrochlorothiazide	hydrocodone	metoprolol	acetaminophen	10528	<100	4.75	 	0	28.204	0.628
ezetimibe	glipizide	hydrochlorothiazide	simvastatin	sitagliptin	10527	<100	12.19	 	0	303.985	1.584
diltiazem	hydrocodone	metoprolol	warfarin	acetaminophen	10527	307	5.13	0.0292	0	156.356	0.991
furosemide	salmeterol	acetaminophen	fluticasone	thyroxine	10526	<100	11.96	 	0	54.176	0.416
atorvastatin	clopidogrel	fenofibrate	metoprolol	isosorbide	10525	697	10.21	0.0662	0	1052.435	1.71
amlodipine	duloxetine	hydrocodone	zolpidem	acetaminophen	10525	<100	11.1	 	0	72.136	0.344
lisinopril	metformin	metoprolol	simvastatin	insulin, aspart, human	10525	118	NA	0.0112	0	51.03	1.161
atorvastatin	brimonidine	dorzolamide	hydrochlorothiazide	timolol	10523	<100	10.52	 	0	29629.724	1.717
hydrochlorothiazide	hydrocodone	ibuprofen	omeprazole	acetaminophen	10523	241	5.16	0.0229	0	21.319	0.335
atorvastatin	clopidogrel	glimepiride	metformin	sitagliptin	10522	136	14.66	0.0129	0	1165.091	1.852
lisinopril	montelukast	salmeterol	fluticasone	ipratropium	10522	<100	17.64	 	0	773.758	0.399
hydrocodone	lisinopril	trazodone	acetaminophen	thyroxine	10522	170	3.58	0.0162	0	18.142	0.362
salmeterol	simvastatin	valsartan	fluticasone	tiotropium	10522	203	20.53	0.0193	0	680.158	0.846
clopidogrel	ezetimibe	hydrochlorothiazide	lisinopril	thyroxine	10521	<100	8.59	 	0	17.797	0.753
amlodipine	hydrochlorothiazide	losartan	metoprolol	pioglitazone	10521	238	9.49	0.0226	0	48.911	1.398
amlodipine	fenofibrate	metformin	metoprolol	omeprazole	10521	<100	6.75	 	0	41.546	1.071
amlodipine	atorvastatin	celecoxib	hydrochlorothiazide	metformin	10520	<100	10.66	 	0	27.494	0.961
amlodipine	ezetimibe	furosemide	hydrochlorothiazide	simvastatin	10520	<100	6.4	 	0	24.607	0.451
amlodipine	atorvastatin	hydrocodone	acetaminophen	olmesartan	10517	470	9.48	0.0447	0	33.246	0.595
gabapentin	hydrochlorothiazide	hydrocodone	acetaminophen	olmesartan	10517	458	8.14	0.0435	0	59.483	0.859
gabapentin	metformin	metoprolol	simvastatin	acetaminophen	10517	<100	5.63	 	0	19.583	0.913
